Date,Close
10/13/2015,33.220001
10/14/2015,34.049999
10/15/2015,34.619999
10/16/2015,34.290001
10/19/2015,34.84
10/20/2015,34.869999
10/21/2015,33.830002
10/22/2015,34.790001
10/23/2015,34.990002
10/26/2015,36.439999
10/27/2015,35.939999
10/28/2015,36.52
10/29/2015,35.91
10/30/2015,36.009998
11/2/2015,36.990002
11/3/2015,37.900002
11/4/2015,37.599998
11/5/2015,36.709999
11/6/2015,36.240002
11/9/2015,36.599998
11/10/2015,37
11/11/2015,36.330002
11/12/2015,35.57
11/13/2015,34.529999
11/16/2015,35.610001
11/17/2015,36.209999
11/18/2015,36.220001
11/19/2015,36.189999
11/20/2015,36.360001
11/23/2015,35.560001
11/24/2015,35.119999
11/25/2015,35.360001
11/27/2015,35.18
11/30/2015,35.259998
12/1/2015,35.169998
12/2/2015,35.150002
12/3/2015,34.23
12/4/2015,35.619999
12/7/2015,35.16
12/8/2015,35.599998
12/9/2015,35.07
12/10/2015,35.490002
12/11/2015,34.689999
12/14/2015,35.009998
12/15/2015,36.32
12/16/2015,35.98
12/17/2015,35.540001
12/18/2015,34.98
12/21/2015,36.080002
12/22/2015,36.805
12/23/2015,37.110001
12/24/2015,37.07
12/28/2015,36.610001
12/29/2015,37.080002
12/30/2015,36.48
12/31/2015,36.200001
1/4/2016,34.75
1/5/2016,34.310001
1/6/2016,33.98
1/7/2016,33.130001
1/8/2016,32.689999
1/11/2016,33.040001
1/12/2016,33.080002
1/13/2016,32.119999
1/14/2016,32.869999
1/15/2016,32.310001
1/19/2016,32.200001
1/20/2016,31.200001
1/21/2016,31.200001
1/22/2016,31.690001
1/25/2016,31.469999
1/26/2016,31.969999
1/27/2016,31.59
1/28/2016,34.240002
1/29/2016,36.139999
2/1/2016,37.080002
2/2/2016,36.830002
2/3/2016,37.009998
2/4/2016,37.169998
2/5/2016,35.07
2/8/2016,33.610001
2/9/2016,32.700001
2/10/2016,32.900002
2/11/2016,33.52
2/12/2016,34.299999
2/16/2016,35.459999
2/17/2016,36.360001
2/18/2016,36.310001
2/19/2016,35.759998
2/22/2016,36
2/23/2016,35.48
2/24/2016,36.470001
2/25/2016,36.740002
2/26/2016,37.490002
2/29/2016,38.139999
3/1/2016,39.25
3/2/2016,39.16
3/3/2016,39.02
3/4/2016,39.040001
3/7/2016,38.98
3/8/2016,38.16
3/9/2016,38.57
3/10/2016,38.490002
3/11/2016,39.490002
3/14/2016,39.380001
3/15/2016,39.27
3/16/2016,39.84
3/17/2016,39.93
3/18/2016,39.41
3/21/2016,41.139999
3/22/2016,41.32
3/23/2016,40.52
3/24/2016,38.919998
3/28/2016,38.740002
3/29/2016,39.529999
3/30/2016,39.040001
3/31/2016,38.599998
4/1/2016,39.400002
4/4/2016,38.790001
4/5/2016,38.549999
4/6/2016,39.16
4/7/2016,38.279999
4/8/2016,38.41
4/11/2016,38.060001
4/12/2016,37.799999
4/13/2016,38.790001
4/14/2016,38.639999
4/15/2016,38.580002
4/18/2016,39.639999
4/19/2016,39.240002
4/20/2016,40.080002
4/21/2016,40.099998
4/22/2016,40.310001
4/25/2016,39.82
4/26/2016,39.73
4/27/2016,40.009998
4/28/2016,40.07
4/29/2016,39.18
5/2/2016,39.02
5/3/2016,38.360001
5/4/2016,38.310001
5/5/2016,38.950001
5/6/2016,39.48
5/9/2016,39.619999
5/10/2016,40.110001
5/11/2016,39.709999
5/12/2016,39.509998
5/13/2016,39.48
5/16/2016,39.299999
5/17/2016,39.064999
5/18/2016,38.98
5/19/2016,37.650002
5/20/2016,37.529999
5/23/2016,38.07
5/24/2016,38.919998
5/25/2016,38.759998
5/26/2016,38.07
5/27/2016,38.09
5/31/2016,37.790001
6/1/2016,38.310001
6/2/2016,38.560001
6/3/2016,38.330002
6/6/2016,38.099998
6/7/2016,37.57
6/8/2016,37.549999
6/9/2016,37.130001
6/10/2016,36.77
6/13/2016,36.540001
