Date,Close
10/13/2015,140.289993
10/14/2015,134.220001
10/15/2015,137.389999
10/16/2015,137.600006
10/19/2015,138.419998
10/20/2015,138.880005
10/21/2015,141.190002
10/22/2015,146.309998
10/23/2015,146.699997
10/26/2015,146.699997
10/27/2015,148.460007
10/28/2015,147.880005
10/29/2015,147.179993
10/30/2015,148.070007
11/2/2015,148.399994
11/3/2015,148.089996
11/4/2015,148.190002
11/5/2015,147.970001
11/6/2015,147.940002
11/9/2015,145.979996
11/10/2015,145.149994
11/11/2015,144.990005
11/12/2015,142.539993
11/13/2015,142.589996
11/16/2015,144.419998
11/17/2015,146.080002
11/18/2015,148.279999
11/19/2015,149.240005
11/20/2015,149.399994
11/23/2015,148.339996
11/24/2015,148.649994
11/25/2015,147.429993
11/27/2015,146.949997
11/30/2015,145.449997
12/1/2015,147.740005
12/2/2015,146.960007
12/3/2015,145.559998
12/4/2015,148.5
12/7/2015,148.449997
12/8/2015,144.990005
12/9/2015,144.240005
12/10/2015,146.410004
12/11/2015,144.619995
12/14/2015,143
12/15/2015,146.529999
12/16/2015,148.110001
12/17/2015,145.559998
12/18/2015,139.580002
12/21/2015,140.899994
12/22/2015,142.380005
12/23/2015,144.059998
12/24/2015,143.529999
12/28/2015,144.539993
12/29/2015,147.350006
12/30/2015,146.410004
12/31/2015,144.589996
1/4/2016,140.5
1/5/2016,141.070007
1/6/2016,138.830002
1/7/2016,133.009995
1/8/2016,129.990005
1/11/2016,130.210007
1/12/2016,131.919998
1/13/2016,128.119995
1/14/2016,129.199997
1/15/2016,125.629997
1/19/2016,126.059998
1/20/2016,122.139999
1/21/2016,123.400002
1/22/2016,124.610001
1/25/2016,124.010002
1/26/2016,128.009995
1/27/2016,116.580002
1/28/2016,118.010002
1/29/2016,120.129997
2/1/2016,121.559998
2/2/2016,117.519997
2/3/2016,121.870003
2/4/2016,123.610001
2/5/2016,122.559998
2/8/2016,119.470001
2/9/2016,118.879997
2/10/2016,116.360001
2/11/2016,108.440002
2/12/2016,108.629997
2/16/2016,112.599998
2/17/2016,116.339996
2/18/2016,117.57
2/19/2016,115.160004
2/22/2016,117.389999
2/23/2016,116.900002
2/24/2016,115.589996
2/25/2016,116.82
2/26/2016,118.160004
2/29/2016,118.18
3/1/2016,119.959999
3/2/2016,119.650002
3/3/2016,119.610001
3/4/2016,121.07
3/7/2016,122.900002
3/8/2016,122.349998
3/9/2016,122.860001
3/10/2016,122.940002
3/11/2016,124.629997
3/14/2016,126.339996
3/15/2016,126.360001
3/16/2016,127.57
3/17/2016,130.699997
3/18/2016,133.960007
3/21/2016,135.860001
3/22/2016,135.119995
3/23/2016,132.860001
3/24/2016,132.119995
3/28/2016,131.289993
3/29/2016,130.880005
3/30/2016,128.580002
3/31/2016,126.940002
4/1/2016,126.959999
4/4/2016,126.339996
4/5/2016,127.029999
4/6/2016,127.93
4/7/2016,127
4/8/2016,127.879997
4/11/2016,127.910004
4/12/2016,129.470001
4/13/2016,131.139999
4/14/2016,130.850006
4/15/2016,131.130005
4/18/2016,131.970001
4/19/2016,132.679993
4/20/2016,130.570007
4/21/2016,130.740005
4/22/2016,131.050003
4/25/2016,130.75
4/26/2016,133.240005
4/27/2016,137.080002
4/28/2016,134.800003
4/29/2016,134.800003
5/2/2016,134.009995
5/3/2016,132.490005
5/4/2016,130.889999
5/5/2016,132.080002
5/6/2016,133.259995
5/9/2016,132.100006
5/10/2016,134.720001
5/11/2016,133
5/12/2016,134.419998
5/13/2016,132.119995
5/16/2016,134.139999
5/17/2016,132.559998
5/18/2016,130.990005
5/19/2016,128.080002
5/20/2016,127.389999
5/23/2016,127.580002
5/24/2016,127.5
5/25/2016,128.860001
5/26/2016,129.309998
5/27/2016,129.220001
5/31/2016,126.150002
6/1/2016,126.410004
6/2/2016,126.849998
6/3/2016,127.379997
6/6/2016,131.899994
6/7/2016,131.929993
6/8/2016,133
6/9/2016,133.100006
6/10/2016,131.139999
6/13/2016,129.919998
6/14/2016,130.5
6/15/2016,130.160004
6/16/2016,129.369995
6/17/2016,129.820007
6/20/2016,132.75
6/21/2016,131.520004
6/22/2016,131.770004
6/23/2016,133.550003
6/24/2016,126.519997
6/27/2016,122.699997
6/28/2016,123.889999
6/29/2016,126.989998
6/30/2016,129.869995
7/1/2016,129.690002
7/5/2016,126.970001
7/6/2016,126.959999
7/7/2016,127.169998
7/8/2016,130.089996
7/11/2016,132.039993
7/12/2016,130.809998
7/13/2016,130.110001
7/14/2016,131.550003
7/15/2016,132.389999
7/18/2016,133.429993
7/19/2016,134.660004
7/20/2016,134.720001
7/21/2016,133.529999
7/22/2016,133.470001
7/25/2016,132.940002
7/26/2016,134.850006
7/27/2016,135.960007
7/28/2016,133.009995
7/29/2016,133.660004
8/1/2016,133.210007
8/2/2016,131.600006
8/3/2016,131.869995
8/4/2016,131.210007
8/5/2016,131.729996
8/8/2016,132.190002
8/9/2016,132.619995
8/10/2016,132.279999
8/11/2016,133
8/12/2016,133.100006
8/15/2016,134.660004
8/16/2016,135
8/17/2016,134.720001
8/18/2016,135
8/19/2016,134.440002
8/22/2016,134.990005
8/23/2016,134.139999
8/24/2016,133.289993
8/25/2016,132.979996
8/26/2016,132.229996
8/29/2016,132.899994
8/30/2016,130.809998
8/31/2016,129.449997
9/1/2016,129.899994
9/2/2016,131.160004
9/6/2016,132.990005
9/7/2016,132.639999
9/8/2016,132.899994
9/9/2016,128.529999
9/12/2016,130.119995
9/13/2016,128.759995
9/14/2016,127.669998
9/15/2016,127.769997
9/16/2016,126.699997
9/19/2016,127.480003
9/20/2016,127.790001
9/21/2016,130.559998
9/22/2016,131.869995
9/23/2016,131.779999
9/26/2016,130.570007
9/27/2016,131.320007
9/28/2016,132.229996
9/29/2016,131.029999
9/30/2016,131.740005
10/3/2016,132.380005
10/4/2016,132.25
10/5/2016,134.660004
10/6/2016,134.419998
10/7/2016,133.850006
10/10/2016,135.839996
10/11/2016,133.740005
10/12/2016,133.160004
10/13/2016,133.380005
10/14/2016,133.5
10/17/2016,134
10/18/2016,135.100006
10/19/2016,136.179993
10/20/2016,135.839996
10/21/2016,135.630005
10/24/2016,137.449997
10/25/2016,139.020004
10/26/2016,145.539993
10/27/2016,143.309998
10/28/2016,143.009995
10/31/2016,142.429993
11/1/2016,142.410004
11/2/2016,140.75
11/3/2016,140.020004
11/4/2016,139.539993
11/7/2016,143.029999
11/8/2016,142.199997
11/9/2016,145.089996
11/10/2016,147.690002
11/11/2016,148.520004
11/14/2016,149.990005
11/15/2016,148.110001
11/16/2016,146.440002
11/17/2016,145.330002
11/18/2016,146.350006
11/21/2016,147.020004
11/22/2016,149.520004
11/23/2016,149.740005
11/25/2016,150.039993
11/28/2016,149.770004
11/29/2016,151.639999
11/30/2016,150.559998
12/1/2016,152.389999
12/2/2016,152.25
12/5/2016,152.160004
12/6/2016,152.240005
12/7/2016,154.139999
12/8/2016,155.389999
12/9/2016,156.490005
12/12/2016,157.160004
12/13/2016,156.660004
12/14/2016,154.470001
12/15/2016,153.770004
12/16/2016,154.5
12/19/2016,156.179993
12/20/2016,156.389999
12/21/2016,157.479996
12/22/2016,157.460007
12/23/2016,157.809998
12/27/2016,157.479996
12/28/2016,156.100006
12/29/2016,155.690002
12/30/2016,155.679993
1/3/2017,156.970001
1/4/2017,158.619995
1/5/2017,158.710007
1/6/2017,159.100006
1/9/2017,158.320007
1/10/2017,159.070007
1/11/2017,159.399994
1/12/2017,158.289993
1/13/2017,158.830002
1/17/2017,157.669998
1/18/2017,158.320007
1/19/2017,159
1/20/2017,159.529999
1/23/2017,157.839996
1/24/2017,160.550003
1/25/2017,167.360001
1/26/2017,169.119995
1/27/2017,167.699997
1/30/2017,165.570007
1/31/2017,163.419998
2/1/2017,163.970001
2/2/2017,162.259995
2/3/2017,162.399994
2/6/2017,163.979996
2/7/2017,166.5
2/8/2017,163.809998
2/9/2017,164.279999
2/10/2017,166.229996
2/13/2017,168.029999
2/14/2017,168.5
2/15/2017,169.300003
2/16/2017,170.809998
2/17/2017,172.710007
2/21/2017,175.559998
2/22/2017,175.360001
2/23/2017,176.860001
2/24/2017,177.440002
2/27/2017,179.429993
2/28/2017,180.229996
3/1/2017,183.910004
3/2/2017,182.990005
3/3/2017,182.179993
3/6/2017,180.929993
3/7/2017,182.020004
3/8/2017,181.740005
3/9/2017,180.570007
3/10/2017,178.699997
3/13/2017,179.050003
3/14/2017,178.729996
3/15/2017,178.710007
3/16/2017,178.190002
3/17/2017,180.100006
3/20/2017,179.389999
3/21/2017,175.960007
3/22/2017,176.979996
3/23/2017,177.259995
3/24/2017,175.820007
3/27/2017,176.100006
3/28/2017,177.360001
3/29/2017,177.630005
3/30/2017,177.979996
3/31/2017,176.860001
4/3/2017,176.649994
4/4/2017,178.699997
4/5/2017,177.080002
4/6/2017,177.369995
4/7/2017,178.850006
4/10/2017,177.559998
4/11/2017,178.570007
4/12/2017,176.050003
4/13/2017,175.619995
4/17/2017,179.020004
4/18/2017,177.850006
4/19/2017,178.399994
4/20/2017,179.300003
4/21/2017,180.380005
4/24/2017,182.059998
4/25/2017,183.509995
4/26/2017,181.710007
4/27/2017,183.220001
4/28/2017,184.830002
5/1/2017,182.389999
5/2/2017,183.440002
5/3/2017,183.389999
5/4/2017,183.070007
5/5/2017,185.009995
5/8/2017,186.020004
5/9/2017,186.910004
5/10/2017,183.179993
5/11/2017,183.940002
5/12/2017,183.25
5/15/2017,182.389999
5/16/2017,182.699997
5/17/2017,178.779999
5/18/2017,177.399994
5/19/2017,180.759995
5/22/2017,183.669998
5/23/2017,183.490005
5/24/2017,185.25
5/25/2017,187.070007
5/26/2017,186.589996
5/30/2017,186.880005
5/31/2017,187.630005
6/1/2017,187.320007
6/2/2017,190.229996
6/5/2017,188.949997
6/6/2017,186.75
6/7/2017,188.100006
6/8/2017,189.929993
6/9/2017,190.029999
6/12/2017,190
6/13/2017,191.089996
6/14/2017,192.380005
6/15/2017,195.449997
6/16/2017,196.440002
6/19/2017,199.080002
6/20/2017,198.330002
6/21/2017,199.169998
6/22/2017,199.440002
6/23/2017,202.229996
6/26/2017,199.979996
6/27/2017,198.889999
6/28/2017,199.619995
6/29/2017,197.460007
6/30/2017,197.75
7/3/2017,198.589996
7/5/2017,201.809998
7/6/2017,201.479996
7/7/2017,202.369995
7/10/2017,203.960007
7/11/2017,206.270004
7/12/2017,206.440002
7/13/2017,206.229996
7/14/2017,208.509995
